season,episodeNumber,episodeTitle,sceneNumber,location,sublocation,sceneStart,sceneEnd,name,sceneDuration
2,9,Blackwater,7,The Crownlands,King's Landing,0:08:03,0:09:37,Armeca,94
2,9,Blackwater,7,The Crownlands,King's Landing,0:08:03,0:09:37,Singing Lannister Soldier,94
2,9,Blackwater,8,The Crownlands,King's Landing,0:09:37,0:12:08,Sandor Clegane,151
2,9,Blackwater,8,The Crownlands,King's Landing,0:09:37,0:12:08,Bronn,151
2,9,Blackwater,8,The Crownlands,King's Landing,0:09:37,0:12:08,Armeca,151
2,9,Blackwater,8,The Crownlands,King's Landing,0:09:37,0:12:08,Singing Lannister Soldier,151
2,9,Blackwater,9,The Crownlands,King's Landing,0:12:08,0:15:00,Lord Varys,172
2,9,Blackwater,9,The Crownlands,King's Landing,0:12:08,0:15:00,Tyrion Lannister,172
2,9,Blackwater,9,The Crownlands,King's Landing,0:12:08,0:15:00,Podrick Payne,172
2,9,Blackwater,11,The Crownlands,Blackwater Bay,0:15:07,0:15:23,Davos Seaworth,16
2,9,Blackwater,11,The Crownlands,Blackwater Bay,0:15:07,0:15:23,Matthos Seaworth,16
2,9,Blackwater,13,The Crownlands,Blackwater Bay,0:15:42,0:15:46,Stannis Baratheon,4
2,9,Blackwater,14,The Crownlands,King's Landing,0:15:46,0:16:22,Tyrion Lannister,36
2,9,Blackwater,14,The Crownlands,King's Landing,0:15:46,0:16:22,Bronn,36
2,9,Blackwater,14,The Crownlands,King's Landing,0:15:46,0:16:22,Podrick Payne,36
2,9,Blackwater,15,The Crownlands,King's Landing,0:16:22,0:16:47,Sansa Stark,25
2,9,Blackwater,15,The Crownlands,King's Landing,0:16:22,0:16:47,Shae,25
2,9,Blackwater,15,The Crownlands,King's Landing,0:16:22,0:16:47,Tyrion Lannister,25
2,9,Blackwater,16,The Crownlands,King's Landing,0:16:47,0:17:13,Sansa Stark,26
2,9,Blackwater,16,The Crownlands,King's Landing,0:16:47,0:17:13,Shae,26
2,9,Blackwater,16,The Crownlands,King's Landing,0:16:47,0:17:13,Tyrion Lannister,26
2,9,Blackwater,16,The Crownlands,King's Landing,0:16:47,0:17:13,Joffrey Baratheon,26
2,9,Blackwater,16,The Crownlands,King's Landing,0:16:47,0:17:13,Sandor Clegane,26
2,9,Blackwater,17,The Crownlands,King's Landing,0:17:13,0:17:15,Podrick Payne,2
2,9,Blackwater,17,The Crownlands,King's Landing,0:17:13,0:17:15,Shae,2
2,9,Blackwater,17,The Crownlands,King's Landing,0:17:13,0:17:15,Tyrion Lannister,2
2,9,Blackwater,18,The Crownlands,King's Landing,0:17:15,0:18:18,Joffrey Baratheon,63
2,9,Blackwater,18,The Crownlands,King's Landing,0:17:15,0:18:18,Sandor Clegane,63
2,9,Blackwater,18,The Crownlands,King's Landing,0:17:15,0:18:18,Sansa Stark,63
2,9,Blackwater,19,The Crownlands,King's Landing,0:18:18,0:18:40,Sansa Stark,22
2,9,Blackwater,19,The Crownlands,King's Landing,0:18:18,0:18:40,Shae,22
2,9,Blackwater,21,The Crownlands,King's Landing,0:18:46,0:19:02,Joffrey Baratheon,16
2,9,Blackwater,21,The Crownlands,King's Landing,0:18:46,0:19:02,Sandor Clegane,16
2,9,Blackwater,21,The Crownlands,King's Landing,0:18:46,0:19:02,Lancel Lannister,16
2,9,Blackwater,22,The Crownlands,King's Landing,0:19:02,0:19:12,Tyrion Lannister,10
2,9,Blackwater,22,The Crownlands,King's Landing,0:19:02,0:19:12,Podrick Payne,10
2,9,Blackwater,23,The Crownlands,King's Landing,0:19:12,0:20:12,Tyrion Lannister,60
2,9,Blackwater,23,The Crownlands,King's Landing,0:19:12,0:20:12,Podrick Payne,60
2,9,Blackwater,23,The Crownlands,King's Landing,0:19:12,0:20:12,Joffrey Baratheon,60
2,9,Blackwater,23,The Crownlands,King's Landing,0:19:12,0:20:12,Sandor Clegane,60
2,9,Blackwater,23,The Crownlands,King's Landing,0:19:12,0:20:12,Lancel Lannister,60
2,9,Blackwater,24,The Crownlands,Blackwater Bay,0:20:12,0:20:34,Davos Seaworth,22
2,9,Blackwater,24,The Crownlands,Blackwater Bay,0:20:12,0:20:34,Matthos Seaworth,22
2,9,Blackwater,25,The Crownlands,King's Landing,0:20:34,0:20:44,Cersei Lannister,10
2,9,Blackwater,25,The Crownlands,King's Landing,0:20:34,0:20:44,Tommen Baratheon,10
2,9,Blackwater,25,The Crownlands,King's Landing,0:20:34,0:20:44,Ilyn Payne,10
2,9,Blackwater,26,The Crownlands,King's Landing,0:20:44,0:21:05,Cersei Lannister,21
2,9,Blackwater,26,The Crownlands,King's Landing,0:20:44,0:21:05,Tommen Baratheon,21
2,9,Blackwater,26,The Crownlands,King's Landing,0:20:44,0:21:05,Ilyn Payne,21
2,9,Blackwater,26,The Crownlands,King's Landing,0:20:44,0:21:05,Sansa Stark,21
2,9,Blackwater,26,The Crownlands,King's Landing,0:20:44,0:21:05,Shae,21
2,9,Blackwater,27,The Crownlands,King's Landing,0:21:05,0:21:52,Cersei Lannister,47
2,9,Blackwater,27,The Crownlands,King's Landing,0:21:05,0:21:52,Sansa Stark,47
2,9,Blackwater,27,The Crownlands,King's Landing,0:21:05,0:21:52,Shae,47
2,9,Blackwater,27,The Crownlands,King's Landing,0:21:05,0:21:52,Ilyn Payne,47
2,9,Blackwater,27,The Crownlands,King's Landing,0:21:05,0:21:52,Tommen Baratheon,47
2,9,Blackwater,28,The Crownlands,King's Landing,0:21:52,0:22:20,Cersei Lannister,28
2,9,Blackwater,28,The Crownlands,King's Landing,0:21:52,0:22:20,Sansa Stark,28
2,9,Blackwater,28,The Crownlands,King's Landing,0:21:52,0:22:20,Shae,28
2,9,Blackwater,28,The Crownlands,King's Landing,0:21:52,0:22:20,Ilyn Payne,28
2,9,Blackwater,28,The Crownlands,King's Landing,0:21:52,0:22:20,Tommen Baratheon,28
2,9,Blackwater,28,The Crownlands,King's Landing,0:21:52,0:22:20,Mandon Moore,28
2,9,Blackwater,29,The Crownlands,King's Landing,0:22:20,0:22:34,Cersei Lannister,14
2,9,Blackwater,29,The Crownlands,King's Landing,0:22:20,0:22:34,Sansa Stark,14
2,9,Blackwater,31,The Crownlands,King's Landing,0:22:39,0:22:57,Sandor Clegane,18
2,9,Blackwater,31,The Crownlands,King's Landing,0:22:39,0:22:57,Lancel Lannister,18
2,9,Blackwater,31,The Crownlands,King's Landing,0:22:39,0:22:57,Podrick Payne,18
2,9,Blackwater,31,The Crownlands,King's Landing,0:22:39,0:22:57,Joffrey Baratheon,18
2,9,Blackwater,31,The Crownlands,King's Landing,0:22:39,0:22:57,Tyrion Lannister,18
2,9,Blackwater,31,The Crownlands,King's Landing,0:22:39,0:22:57,Captain of the Archers,18
2,9,Blackwater,33,The Crownlands,Blackwater Bay,0:23:01,0:23:06,Stannis Baratheon,5
2,9,Blackwater,34,The Crownlands,King's Landing,0:23:06,0:23:22,Lancel Lannister,16
2,9,Blackwater,34,The Crownlands,King's Landing,0:23:06,0:23:22,Captain of the Archers,16
2,9,Blackwater,34,The Crownlands,King's Landing,0:23:06,0:23:22,Joffrey Baratheon,16
2,9,Blackwater,34,The Crownlands,King's Landing,0:23:06,0:23:22,Tyrion Lannister,16
2,9,Blackwater,36,The Crownlands,King's Landing,0:23:25,0:23:31,Joffrey Baratheon,6
2,9,Blackwater,36,The Crownlands,King's Landing,0:23:25,0:23:31,Podrick Payne,6
2,9,Blackwater,36,The Crownlands,King's Landing,0:23:25,0:23:31,Captain of the Archers,6
2,9,Blackwater,36,The Crownlands,King's Landing,0:23:25,0:23:31,Lancel Lannister,6
2,9,Blackwater,36,The Crownlands,King's Landing,0:23:25,0:23:31,Tyrion Lannister,6
2,9,Blackwater,37,The Crownlands,Blackwater Bay,0:23:31,0:24:13,Matthos Seaworth,42
2,9,Blackwater,37,The Crownlands,Blackwater Bay,0:23:31,0:24:13,Davos Seaworth,42
2,9,Blackwater,38,The Crownlands,King's Landing,0:24:13,0:24:17,Hallyne,4
2,9,Blackwater,39,The Crownlands,King's Landing,0:24:17,0:24:26,Tyrion Lannister,9
2,9,Blackwater,39,The Crownlands,King's Landing,0:24:17,0:24:26,Hallyne,9
2,9,Blackwater,39,The Crownlands,King's Landing,0:24:17,0:24:26,Joffrey Baratheon,9
2,9,Blackwater,39,The Crownlands,King's Landing,0:24:17,0:24:26,Podrick Payne,9
2,9,Blackwater,39,The Crownlands,King's Landing,0:24:17,0:24:26,Sandor Clegane,9
2,9,Blackwater,40,The Crownlands,Blackwater Bay,0:24:26,0:24:45,Matthos Seaworth,19
2,9,Blackwater,40,The Crownlands,Blackwater Bay,0:24:26,0:24:45,Davos Seaworth,19
2,9,Blackwater,41,The Crownlands,King's Landing,0:24:45,0:24:47,Tyrion Lannister,2
2,9,Blackwater,41,The Crownlands,King's Landing,0:24:45,0:24:47,Hallyne,2
2,9,Blackwater,42,The Crownlands,King's Landing,0:24:47,0:24:50,Bronn,3
2,9,Blackwater,43,The Crownlands,King's Landing,0:24:50,0:24:51,Tyrion Lannister,1
2,9,Blackwater,43,The Crownlands,King's Landing,0:24:50,0:24:51,Hallyne,1
2,9,Blackwater,43,The Crownlands,King's Landing,0:24:50,0:24:51,Joffrey Baratheon,1
2,9,Blackwater,43,The Crownlands,King's Landing,0:24:50,0:24:51,Podrick Payne,1
2,9,Blackwater,44,The Crownlands,King's Landing,0:24:51,0:24:58,Bronn,7
2,9,Blackwater,45,The Crownlands,Blackwater Bay,0:24:58,0:25:16,Matthos Seaworth,18
2,9,Blackwater,45,The Crownlands,Blackwater Bay,0:24:58,0:25:16,Davos Seaworth,18
2,9,Blackwater,45,The Crownlands,Blackwater Bay,0:24:58,0:25:16,Stannis Baratheon,18
2,9,Blackwater,47,The Crownlands,King's Landing,0:25:20,0:25:24,Tyrion Lannister,4
2,9,Blackwater,47,The Crownlands,King's Landing,0:25:20,0:25:24,Hallyne,4
2,9,Blackwater,47,The Crownlands,King's Landing,0:25:20,0:25:24,Joffrey Baratheon,4
2,9,Blackwater,47,The Crownlands,King's Landing,0:25:20,0:25:24,Sandor Clegane,4
2,9,Blackwater,49,The Crownlands,King's Landing,0:25:31,0:25:36,Bronn,5
2,9,Blackwater,51,The Crownlands,King's Landing,0:25:43,0:25:44,Tyrion Lannister,1
2,9,Blackwater,51,The Crownlands,King's Landing,0:25:43,0:25:44,Hallyne,1
2,9,Blackwater,51,The Crownlands,King's Landing,0:25:43,0:25:44,Joffrey Baratheon,1
2,9,Blackwater,51,The Crownlands,King's Landing,0:25:43,0:25:44,Podrick Payne,1
2,9,Blackwater,53,The Crownlands,King's Landing,0:26:09,0:26:22,Sandor Clegane,13
2,9,Blackwater,53,The Crownlands,King's Landing,0:26:09,0:26:22,Tyrion Lannister,13
2,9,Blackwater,53,The Crownlands,King's Landing,0:26:09,0:26:22,Hallyne,13
2,9,Blackwater,53,The Crownlands,King's Landing,0:26:09,0:26:22,Joffrey Baratheon,13
2,9,Blackwater,53,The Crownlands,King's Landing,0:26:09,0:26:22,Podrick Payne,13
2,9,Blackwater,55,The Crownlands,Blackwater Bay,0:26:25,0:26:33,Stannis Baratheon,8
2,9,Blackwater,57,The Crownlands,Blackwater Bay,0:26:43,0:27:26,Stannis Baratheon,43
2,9,Blackwater,58,The Crownlands,King's Landing,0:27:26,0:27:47,Dontos Hollard,21
2,9,Blackwater,58,The Crownlands,King's Landing,0:27:26,0:27:47,Cersei Lannister,21
2,9,Blackwater,58,The Crownlands,King's Landing,0:27:26,0:27:47,Sansa Stark,21
2,9,Blackwater,59,The Crownlands,King's Landing,0:27:47,0:30:39,Cersei Lannister,172
2,9,Blackwater,59,The Crownlands,King's Landing,0:27:47,0:30:39,Sansa Stark,172
2,9,Blackwater,60,The Crownlands,King's Landing,0:30:39,0:30:42,Cersei Lannister,3
2,9,Blackwater,60,The Crownlands,King's Landing,0:30:39,0:30:42,Sansa Stark,3
2,9,Blackwater,60,The Crownlands,King's Landing,0:30:39,0:30:42,Shae,3
2,9,Blackwater,61,The Crownlands,King's Landing,0:30:42,0:31:05,Cersei Lannister,23
2,9,Blackwater,61,The Crownlands,King's Landing,0:30:42,0:31:05,Sansa Stark,23
2,9,Blackwater,63,The Crownlands,King's Landing,0:31:20,0:31:24,Stannis Baratheon,4
2,9,Blackwater,64,The Crownlands,King's Landing,0:31:24,0:31:47,Tyrion Lannister,23
2,9,Blackwater,64,The Crownlands,King's Landing,0:31:24,0:31:47,Sandor Clegane,23
2,9,Blackwater,64,The Crownlands,King's Landing,0:31:24,0:31:47,Joffrey Baratheon,23
2,9,Blackwater,64,The Crownlands,King's Landing,0:31:24,0:31:47,Captain of the Archers,23
2,9,Blackwater,65,The Crownlands,King's Landing,0:31:47,0:31:55,Podrick Payne,8
2,9,Blackwater,65,The Crownlands,King's Landing,0:31:47,0:31:55,Tyrion Lannister,8
2,9,Blackwater,66,The Crownlands,King's Landing,0:31:55,0:32:07,Sandor Clegane,12
2,9,Blackwater,66,The Crownlands,King's Landing,0:31:55,0:32:07,Lancel Lannister,12
2,9,Blackwater,66,The Crownlands,King's Landing,0:31:55,0:32:07,Captain of the Archers,12
2,9,Blackwater,68,The Crownlands,King's Landing,0:32:10,0:32:13,Stannis Baratheon,3
2,9,Blackwater,69,The Crownlands,King's Landing,0:32:13,0:32:24,Captain of the Archers,11
2,9,Blackwater,70,The Crownlands,King's Landing,0:32:24,0:32:33,Stannis Baratheon,9
2,9,Blackwater,71,The Crownlands,King's Landing,0:32:33,0:32:37,Captain of the Archers,4
2,9,Blackwater,73,The Crownlands,King's Landing,0:32:46,0:32:51,Captain of the Archers,5
2,9,Blackwater,75,The Crownlands,King's Landing,0:32:55,0:32:57,Tyrion Lannister,2
2,9,Blackwater,75,The Crownlands,King's Landing,0:32:55,0:32:57,Joffrey Baratheon,2
2,9,Blackwater,75,The Crownlands,King's Landing,0:32:55,0:32:57,Hallyne,2
2,9,Blackwater,75,The Crownlands,King's Landing,0:32:55,0:32:57,Podrick Payne,2
2,9,Blackwater,77,The Crownlands,King's Landing,0:33:07,0:33:10,Stannis Baratheon,3
2,9,Blackwater,79,The Crownlands,King's Landing,0:33:15,0:33:17,Tyrion Lannister,2
2,9,Blackwater,79,The Crownlands,King's Landing,0:33:15,0:33:17,Joffrey Baratheon,2
2,9,Blackwater,79,The Crownlands,King's Landing,0:33:15,0:33:17,Hallyne,2
2,9,Blackwater,79,The Crownlands,King's Landing,0:33:15,0:33:17,Podrick Payne,2
2,9,Blackwater,81,The Crownlands,King's Landing,0:33:25,0:33:29,Stannis Baratheon,4
2,9,Blackwater,83,The Crownlands,King's Landing,0:33:35,0:33:40,Stannis Baratheon,5
2,9,Blackwater,84,The Crownlands,King's Landing,0:33:40,0:33:49,Sandor Clegane,9
2,9,Blackwater,84,The Crownlands,King's Landing,0:33:40,0:33:49,Lancel Lannister,9
2,9,Blackwater,86,The Crownlands,King's Landing,0:34:00,0:34:20,Sandor Clegane,20
2,9,Blackwater,86,The Crownlands,King's Landing,0:34:00,0:34:20,Lancel Lannister,20
2,9,Blackwater,87,The Crownlands,King's Landing,0:34:20,0:35:00,Cersei Lannister,40
2,9,Blackwater,87,The Crownlands,King's Landing,0:34:20,0:35:00,Tommen Baratheon,40
2,9,Blackwater,87,The Crownlands,King's Landing,0:34:20,0:35:00,Sansa Stark,40
2,9,Blackwater,87,The Crownlands,King's Landing,0:34:20,0:35:00,Shae,40
2,9,Blackwater,88,The Crownlands,King's Landing,0:35:00,0:36:22,Cersei Lannister,82
2,9,Blackwater,88,The Crownlands,King's Landing,0:35:00,0:36:22,Sansa Stark,82
2,9,Blackwater,88,The Crownlands,King's Landing,0:35:00,0:36:22,Shae,82
2,9,Blackwater,89,The Crownlands,King's Landing,0:36:22,0:37:09,Cersei Lannister,47
2,9,Blackwater,89,The Crownlands,King's Landing,0:36:22,0:37:09,Sansa Stark,47
2,9,Blackwater,89,The Crownlands,King's Landing,0:36:22,0:37:09,Shae,47
2,9,Blackwater,89,The Crownlands,King's Landing,0:36:22,0:37:09,Lancel Lannister,47
2,9,Blackwater,90,The Crownlands,King's Landing,0:37:09,0:37:33,Cersei Lannister,24
2,9,Blackwater,90,The Crownlands,King's Landing,0:37:09,0:37:33,Sansa Stark,24
2,9,Blackwater,90,The Crownlands,King's Landing,0:37:09,0:37:33,Ilyn Payne,24
2,9,Blackwater,91,The Crownlands,King's Landing,0:37:33,0:38:32,Sandor Clegane,59
2,9,Blackwater,91,The Crownlands,King's Landing,0:37:33,0:38:32,Bronn,59
2,9,Blackwater,93,The Crownlands,King's Landing,0:38:34,0:38:36,Stannis Baratheon,2
2,9,Blackwater,95,The Crownlands,King's Landing,0:38:44,0:39:09,Stannis Baratheon,25
2,9,Blackwater,96,The Crownlands,King's Landing,0:39:09,0:39:36,Joffrey Baratheon,27
2,9,Blackwater,96,The Crownlands,King's Landing,0:39:09,0:39:36,Captain of the Archers,27
2,9,Blackwater,96,The Crownlands,King's Landing,0:39:09,0:39:36,Sandor Clegane,27
2,9,Blackwater,96,The Crownlands,King's Landing,0:39:09,0:39:36,Singing Lannister Soldier,27
2,9,Blackwater,97,The Crownlands,King's Landing,0:39:36,0:40:21,Sandor Clegane,45
2,9,Blackwater,97,The Crownlands,King's Landing,0:39:36,0:40:21,Tyrion Lannister,45
2,9,Blackwater,97,The Crownlands,King's Landing,0:39:36,0:40:21,Joffrey Baratheon,45
2,9,Blackwater,99,The Crownlands,King's Landing,0:41:26,0:42:14,Joffrey Baratheon,48
2,9,Blackwater,99,The Crownlands,King's Landing,0:41:26,0:42:14,Lancel Lannister,48
2,9,Blackwater,99,The Crownlands,King's Landing,0:41:26,0:42:14,Tyrion Lannister,48
2,9,Blackwater,99,The Crownlands,King's Landing,0:41:26,0:42:14,Mandon Moore,48
2,9,Blackwater,101,The Crownlands,King's Landing,0:42:19,0:43:16,Tyrion Lannister,57
2,9,Blackwater,101,The Crownlands,King's Landing,0:42:19,0:43:16,Podrick Payne,57
2,9,Blackwater,101,The Crownlands,King's Landing,0:42:19,0:43:16,Mandon Moore,57
2,9,Blackwater,101,The Crownlands,King's Landing,0:42:19,0:43:16,Singing Lannister Soldier,57
2,9,Blackwater,103,The Crownlands,King's Landing,0:43:21,0:43:46,Tyrion Lannister,25
2,9,Blackwater,103,The Crownlands,King's Landing,0:43:21,0:43:46,Mandon Moore,25
2,9,Blackwater,103,The Crownlands,King's Landing,0:43:21,0:43:46,Podrick Payne,25
2,9,Blackwater,105,The Crownlands,King's Landing,0:43:52,0:44:18,Tyrion Lannister,26
2,9,Blackwater,105,The Crownlands,King's Landing,0:43:52,0:44:18,Mandon Moore,26
2,9,Blackwater,105,The Crownlands,King's Landing,0:43:52,0:44:18,Podrick Payne,26
2,9,Blackwater,106,The Crownlands,King's Landing,0:44:18,0:44:43,Tommen Baratheon,25
2,9,Blackwater,106,The Crownlands,King's Landing,0:44:18,0:44:43,Cersei Lannister,25
2,9,Blackwater,106,The Crownlands,King's Landing,0:44:18,0:44:43,Lancel Lannister,25
2,9,Blackwater,107,The Crownlands,King's Landing,0:44:43,0:45:41,Sansa Stark,58
2,9,Blackwater,107,The Crownlands,King's Landing,0:44:43,0:45:41,Shae,58
2,9,Blackwater,107,The Crownlands,King's Landing,0:44:43,0:45:41,Ilyn Payne,58
2,9,Blackwater,108,The Crownlands,King's Landing,0:45:41,0:46:07,Sansa Stark,26
2,9,Blackwater,109,The Crownlands,King's Landing,0:46:07,0:48:05,Sansa Stark,118
2,9,Blackwater,109,The Crownlands,King's Landing,0:46:07,0:48:05,Sandor Clegane,118
2,9,Blackwater,110,The Crownlands,King's Landing,0:48:05,0:48:15,Tyrion Lannister,10
2,9,Blackwater,112,The Crownlands,King's Landing,0:48:25,0:49:12,Tyrion Lannister,47
2,9,Blackwater,114,The Crownlands,King's Landing,0:49:25,0:49:35,Stannis Baratheon,10
2,9,Blackwater,115,The Crownlands,King's Landing,0:49:35,0:50:02,Tyrion Lannister,27
2,9,Blackwater,115,The Crownlands,King's Landing,0:49:35,0:50:02,Mandon Moore,27
2,9,Blackwater,115,The Crownlands,King's Landing,0:49:35,0:50:02,Podrick Payne,27
2,9,Blackwater,116,The Crownlands,King's Landing,0:50:02,0:50:51,Cersei Lannister,49
2,9,Blackwater,116,The Crownlands,King's Landing,0:50:02,0:50:51,Tommen Baratheon,49
2,9,Blackwater,117,The Crownlands,King's Landing,0:50:51,0:50:54,Tyrion Lannister,3
2,9,Blackwater,117,The Crownlands,King's Landing,0:50:51,0:50:54,Podrick Payne,3
2,9,Blackwater,119,The Crownlands,King's Landing,0:51:01,0:51:02,Stannis Baratheon,1
2,9,Blackwater,120,The Crownlands,King's Landing,0:51:02,0:51:14,Loras Tyrell,12
2,9,Blackwater,121,The Crownlands,King's Landing,0:51:14,0:51:41,Cersei Lannister,27
2,9,Blackwater,121,The Crownlands,King's Landing,0:51:14,0:51:41,Tommen Baratheon,27
2,9,Blackwater,123,The Crownlands,King's Landing,0:51:47,0:51:58,Cersei Lannister,11
2,9,Blackwater,123,The Crownlands,King's Landing,0:51:47,0:51:58,Tommen Baratheon,11
2,9,Blackwater,124,The Crownlands,King's Landing,0:51:58,0:52:02,Tyrion Lannister,4
2,9,Blackwater,124,The Crownlands,King's Landing,0:51:58,0:52:02,Podrick Payne,4
2,9,Blackwater,126,The Crownlands,King's Landing,0:52:08,0:52:13,Tyrion Lannister,5
2,9,Blackwater,126,The Crownlands,King's Landing,0:52:08,0:52:13,Podrick Payne,5
2,9,Blackwater,127,The Crownlands,King's Landing,0:52:13,0:52:26,Cersei Lannister,13
2,9,Blackwater,127,The Crownlands,King's Landing,0:52:13,0:52:26,Tommen Baratheon,13
2,9,Blackwater,128,The Crownlands,King's Landing,0:52:26,0:52:32,Cersei Lannister,6
2,9,Blackwater,128,The Crownlands,King's Landing,0:52:26,0:52:32,Tommen Baratheon,6
2,9,Blackwater,128,The Crownlands,King's Landing,0:52:26,0:52:32,Loras Tyrell,6
2,9,Blackwater,130,The Crownlands,King's Landing,0:52:36,0:52:39,Stannis Baratheon,3
2,9,Blackwater,132,The Crownlands,King's Landing,0:52:42,0:52:45,Stannis Baratheon,3
2,9,Blackwater,133,The Crownlands,King's Landing,0:52:45,0:53:04,Cersei Lannister,19
2,9,Blackwater,133,The Crownlands,King's Landing,0:52:45,0:53:04,Tommen Baratheon,19
2,9,Blackwater,133,The Crownlands,King's Landing,0:52:45,0:53:04,Loras Tyrell,19
2,9,Blackwater,133,The Crownlands,King's Landing,0:52:45,0:53:04,Tywin Lannister,19
2,10,Valar Morghulis,1,The Crownlands,King's Landing,0:01:54,0:02:45,Tyrion Lannister,51
2,10,Valar Morghulis,1,The Crownlands,King's Landing,0:01:54,0:02:45,Grand Maester Pycelle,51
2,10,Valar Morghulis,1,The Crownlands,King's Landing,0:01:54,0:02:45,Podrick Payne,51
2,10,Valar Morghulis,2,The Crownlands,King's Landing,0:02:45,0:03:34,Tyrion Lannister,49
2,10,Valar Morghulis,2,The Crownlands,King's Landing,0:02:45,0:03:34,Grand Maester Pycelle,49
2,10,Valar Morghulis,3,The Crownlands,King's Landing,0:03:34,0:04:37,Tywin Lannister,63
2,10,Valar Morghulis,3,The Crownlands,King's Landing,0:03:34,0:04:37,Joffrey Baratheon,63
2,10,Valar Morghulis,3,The Crownlands,King's Landing,0:03:34,0:04:37,Sansa Stark,63
2,10,Valar Morghulis,3,The Crownlands,King's Landing,0:03:34,0:04:37,Cersei Lannister,63
2,10,Valar Morghulis,3,The Crownlands,King's Landing,0:03:34,0:04:37,Lord Varys,63
2,10,Valar Morghulis,3,The Crownlands,King's Landing,0:03:34,0:04:37,Petyr Baelish,63
2,10,Valar Morghulis,3,The Crownlands,King's Landing,0:03:34,0:04:37,Margaery Tyrell,63
2,10,Valar Morghulis,3,The Crownlands,King's Landing,0:03:34,0:04:37,Loras Tyrell,63
2,10,Valar Morghulis,3,The Crownlands,King's Landing,0:03:34,0:04:37,Grand Maester Pycelle,63
2,10,Valar Morghulis,4,The Crownlands,King's Landing,0:04:37,0:08:07,Joffrey Baratheon,210
2,10,Valar Morghulis,4,The Crownlands,King's Landing,0:04:37,0:08:07,Sansa Stark,210
2,10,Valar Morghulis,4,The Crownlands,King's Landing,0:04:37,0:08:07,Cersei Lannister,210
2,10,Valar Morghulis,4,The Crownlands,King's Landing,0:04:37,0:08:07,Lord Varys,210
2,10,Valar Morghulis,4,The Crownlands,King's Landing,0:04:37,0:08:07,Petyr Baelish,210
2,10,Valar Morghulis,4,The Crownlands,King's Landing,0:04:37,0:08:07,Margaery Tyrell,210
2,10,Valar Morghulis,4,The Crownlands,King's Landing,0:04:37,0:08:07,Loras Tyrell,210
2,10,Valar Morghulis,4,The Crownlands,King's Landing,0:04:37,0:08:07,Grand Maester Pycelle,210
2,10,Valar Morghulis,5,The Crownlands,King's Landing,0:08:07,0:09:22,Sansa Stark,75
2,10,Valar Morghulis,5,The Crownlands,King's Landing,0:08:07,0:09:22,Petyr Baelish,75
2,10,Valar Morghulis,6,The Crownlands,King's Landing,0:09:22,0:11:49,Ros,147
2,10,Valar Morghulis,6,The Crownlands,King's Landing,0:09:22,0:11:49,Lord Varys,147
2,10,Valar Morghulis,7,The Riverlands,East to King's Landing,0:11:49,0:13:24,Brienne of Tarth,95
2,10,Valar Morghulis,7,The Riverlands,East to King's Landing,0:11:49,0:13:24,Jaime Lannister,95
2,10,Valar Morghulis,8,The Riverlands,East to King's Landing,0:13:24,0:16:47,Brienne of Tarth,203
2,10,Valar Morghulis,8,The Riverlands,East to King's Landing,0:13:24,0:16:47,Jaime Lannister,203
2,10,Valar Morghulis,8,The Riverlands,East to King's Landing,0:13:24,0:16:47,Soldier Tom,203
2,10,Valar Morghulis,8,The Riverlands,East to King's Landing,0:13:24,0:16:47,Stark Soldier,203
2,10,Valar Morghulis,9,The Westerlands,Camp of the North,0:16:47,0:18:31,Robb Stark,104
2,10,Valar Morghulis,9,The Westerlands,Camp of the North,0:16:47,0:18:31,Catelyn Stark,104
2,10,Valar Morghulis,10,The Crownlands,Dragonstone,0:18:31,0:22:05,Stannis Baratheon,214
2,10,Valar Morghulis,10,The Crownlands,Dragonstone,0:18:31,0:22:05,Melisandre,214
2,10,Valar Morghulis,11,The North,Winterfell,0:22:05,0:26:49,Theon Greyjoy,284
2,10,Valar Morghulis,11,The North,Winterfell,0:22:05,0:26:49,Maester Luwin,284
2,10,Valar Morghulis,12,The North,Winterfell,0:26:49,0:28:28,Theon Greyjoy,99
2,10,Valar Morghulis,12,The North,Winterfell,0:26:49,0:28:28,Dagmer Cleftjaw,99
2,10,Valar Morghulis,12,The North,Winterfell,0:26:49,0:28:28,Black Lorren,99
2,10,Valar Morghulis,13,The North,Winterfell,0:28:28,0:28:54,Theon Greyjoy,26
2,10,Valar Morghulis,13,The North,Winterfell,0:28:28,0:28:54,Dagmer Cleftjaw,26
2,10,Valar Morghulis,13,The North,Winterfell,0:28:28,0:28:54,Black Lorren,26
2,10,Valar Morghulis,13,The North,Winterfell,0:28:28,0:28:54,Maester Luwin,26
2,10,Valar Morghulis,14,The Crownlands,King's Landing,0:28:54,0:30:11,Tyrion Lannister,77
2,10,Valar Morghulis,14,The Crownlands,King's Landing,0:28:54,0:30:11,Lord Varys,77
2,10,Valar Morghulis,14,The Crownlands,King's Landing,0:28:54,0:30:11,Podrick Payne,77
2,10,Valar Morghulis,15,The Crownlands,King's Landing,0:30:11,0:30:46,Tyrion Lannister,35
2,10,Valar Morghulis,15,The Crownlands,King's Landing,0:30:11,0:30:46,Lord Varys,35
2,10,Valar Morghulis,15,The Crownlands,King's Landing,0:30:11,0:30:46,Podrick Payne,35
2,10,Valar Morghulis,15,The Crownlands,King's Landing,0:30:11,0:30:46,Shae,35
